Région,Code région,Code département,code_commune,nom_commune,zone_montagne,est_zone_vulnerable,est_zar,zone_ouest,zone_sud,zone_est,Dernière mise à jour,Dernière mise à jour par
NOUVELLE AQUITAINE,75,79,79127,FOYE MONJAULT,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79128,FRANCOIS,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79129,FRESSINES,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79130,FRONTENAY ROHAN ROHAN,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79131,GEAY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79132,GENNETON,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79133,GERMOND ROUVRE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79134,GLENAY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79135,GOURGE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79136,ALLOINAY,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79137,GRANZAY GRIPT,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79139,GROSEILLERS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79140,VALDELAUME,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79141,IRAIS,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79142,JUILLE,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79144,JUSCORPS,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79145,LAGEON,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79147,LARGEASSE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79148,LEZAY,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79149,LHOUMOIS,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79150,LIMALONGES,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79152,LORIGNE,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79153,LOUBIGNE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79154,LOUBILLE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79156,LOUIN,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79157,LOUZY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79158,LUCHE SUR BRIOUX,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79159,LUCHE THOUARSAIS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79160,LUSSERAY,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79161,LUZAY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79162,MAGNE,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79163,MAIRE LEVESCAULT,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79164,MAISONNAY,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79165,MAISONTIERS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79166,MARIGNY,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79167,MARNES,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79170,MAUZE SUR LE MIGNON,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79172,MAZIERES EN GATINE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79174,MELLE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79175,MELLERAN,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79176,MENIGOUTE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79177,MESSE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79179,MONCOUTANT SUR SEVRE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79180,MONTALEMBERT,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79183,MONTRAVERS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79184,MOTHE SAINT HERAY,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79185,AIGONDIGNE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79189,NANTEUIL,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79190,NEUVY BOUIN,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79191,NIORT,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79195,NUEIL LES AUBIERS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79196,PLAINE ET VALLEES,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79197,OROUX,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79198,PAIZAY LE CHAPT,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79200,PAMPLIE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79201,PAMPROUX,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79202,PARTHENAY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79203,PAS DE JEU,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79204,PERIGNE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79205,PERS,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79207,PETITE BOISSIERE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79208,PEYRATTE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79209,PIERREFITTE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79210,PIN,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79212,PLIBOUX,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79213,POMPAIRE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79215,POUGNE HERISSON,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79216,PRAHECQ,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79217,PRAILLES LA COUARDE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79218,PRESSIGNY,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79220,PRIN DEYRANCON,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79223,PUIHARDY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79225,REFFANNES,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79226,RETAIL,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79229,ROCHENARD,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79230,ROM,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79231,ROMANS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79235,SAINT AMAND SUR SEVRE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79236,SAINT ANDRE SUR SEVRE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79238,SAINT AUBIN DU PLAIN,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79239,SAINT AUBIN LE CLOUD,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79241,SAINT CHRISTOPHE SUR ROC,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79242,VOULMENTIN,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79243,SAINT COUTANT,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79244,SAINT CYR LA LANDE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79246,SAINTE EANNE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79249,SAINT GELAIS,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79250,SAINTE GEMME,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79251,MARCILLE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79252,SAINT GENEROUX,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79253,SAINT GEORGES DE NOISNE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79254,SAINT GEORGES DE REX,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79255,SAINT GERMAIN DE LONGUE CHAUME,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79256,SAINT GERMIER,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79257,SAINT HILAIRE LA PALUD,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79258,SAINT JACQUES DE THOUARS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79259,SAINT JEAN DE THOUARS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79263,SAINT LAURS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79265,SAINT LEGER DE MONTBRUN,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79267,SAINT LIN,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79268,SAINT LOUP LAMAIRE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79269,SAINT MAIXENT DE BEUGNE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79270,SAINT MAIXENT L ECOLE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79271,SAINT MARC LA LANDE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79273,SAINT MARTIN DE BERNEGOUE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79274,SAINT MARTIN DE MACON,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79276,SAINT MARTIN DE SAINT MAIXENT,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79277,SAINT MARTIN DE SANZAY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79278,SAINT MARTIN DU FOUILLOUX,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79280,SAINT MAURICE ETUSSON,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79281,SAINT MAXIRE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79283,SAINTE NEOMAYE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79284,SAINTE OUENNE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79285,SAINT PARDOUX SOUTIERS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79286,SAINT PAUL EN GATINE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79289,SAINT PIERRE DES ECHAUBROGNES,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79290,SAINT POMPAIN,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79293,SAINT REMY,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79294,SAINT ROMANS DES CHAMPS,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79295,SAINT ROMANS LES MELLE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79297,SAINTE SOLINE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79298,SAINT SYMPHORIEN,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79299,SAINT VARENT,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79300,SAINTE VERGE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79301,SAINT VINCENT LA CHATRE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79302,SAIVRES,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79303,SALLES,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79304,SANSAIS,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79306,SAURAIS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79307,SAUZE VAUSSAIS,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79308,SCIECQ,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79309,SCILLE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79310,SECONDIGNE SUR BELLE,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79311,SECONDIGNY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79312,SELIGNE,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79313,SEPVRET,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79316,SOUDAN,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79319,SOUVIGNE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79320,SURIN,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79322,TALLUD,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79326,THENEZAY,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79329,THOUARS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79331,TOURTENAY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79332,TRAYES,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79334,VAL DU MIGNON,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79335,VALLANS,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79336,VANCAIS,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79337,VANNEAU IRLEAU,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79338,VANZAY,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79339,VASLES,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79340,VAUSSEROUX,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79341,VAUTEBIS,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79342,VERNOUX EN GATINE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79343,VERNOUX SUR BOUTONNE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79345,VERRUYES,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79346,VERT,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79347,VIENNAY,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79348,VILLEFOLLET,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79349,VILLEMAIN,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79350,VILLIERS EN BOIS,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79351,VILLIERS EN PLAINE,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79352,VILLIERS SUR CHIZE,NC,C,NC,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79354,VOUHE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79355,VOUILLE,NC,C,C,C,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
NOUVELLE AQUITAINE,75,79,79357,XAINTRAY,NC,C,C,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80001,ABBEVILLE,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80002,ABLAINCOURT PRESSOIR,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80003,ACHEUX EN AMIENOIS,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80004,ACHEUX EN VIMEU,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80005,AGENVILLE,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80006,AGENVILLERS,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80008,AIGNEVILLE,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80009,AILLY LE HAUT CLOCHER,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80010,AILLY SUR NOYE,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80011,AILLY SUR SOMME,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80013,AIRAINES,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80014,AIZECOURT LE BAS,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80015,AIZECOURT LE HAUT,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80016,ALBERT,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80017,ALLAINES,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80018,ALLENAY,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80019,ALLERY,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80020,ALLONVILLE,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80021,AMIENS,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80022,ANDAINVILLE,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80023,ANDECHY,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80024,ARGOEUVES,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80025,ARGOULES,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80026,ARGUEL,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80027,ARMANCOURT,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80028,ARQUEVES,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80029,ARREST,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80030,ARRY,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80031,ARVILLERS,NC,C,PC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80032,ASSAINVILLERS,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80033,ASSEVILLERS,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80034,ATHIES,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80035,AUBERCOURT,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,80,80036,AUBIGNY,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
