Région,Code région,Code département,code_commune,nom_commune,zone_montagne,est_zone_vulnerable,est_zar,zone_ouest,zone_sud,zone_est,Dernière mise à jour,Dernière mise à jour par
NORMANDIE,28,27,27676,TROIS LACS,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,69,69149,OULLINS PIERRE BENITE,NC,,,,,,2025-05-21 6:30pm,ambroise.coulomb
PAYS DE LA LOIRE,52,85,85212,SAINTE FLORENCE,NC,,,,,,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01001,ABERGEMENT CLEMENCIAT,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01002,ABERGEMENT DE VAREY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01004,AMBERIEU EN BUGEY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01005,AMBERIEUX EN DOMBES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01006,AMBLEON,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01007,AMBRONAY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01008,AMBUTRIX,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01009,ANDERT ET CONDON,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01010,ANGLEFORT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01011,APREMONT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01012,ARANC,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01013,ARANDAS,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01014,ARBENT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01015,ARBOYS EN BUGEY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01016,ARBIGNY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01017,ARGIS,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01019,ARMIX,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01021,ARS SUR FORMANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01022,ARTEMARE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01023,ASNIERES SUR SAONE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01024,ATTIGNAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01025,BAGE DOMMARTIN,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01026,BAGE LE CHATEL,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01027,BALAN,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01028,BANEINS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01029,BEAUPONT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01030,BEAUREGARD,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01031,BELLIGNAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01032,BELIGNEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01033,VALSERHONE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01034,BELLEY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01035,BELLEYDOUX,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01036,VALROMEY SUR SERAN,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01037,BENONCES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01038,BENY,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01040,BEREZIAT,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01041,BETTANT,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01042,BEY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01043,BEYNOST,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01044,BILLIAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01045,BIRIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01046,BIZIAT,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01047,BLYES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01049,BOISSE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01050,BOISSEY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01051,BOLOZON,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01052,BOULIGNEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01053,BOURG EN BRESSE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01054,BOURG SAINT CHRISTOPHE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01056,BOYEUX SAINT JEROME,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01057,BOZ,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01058,BREGNIER CORDON,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01060,BRENOD,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01061,BRENS,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01062,BRESSOLLES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01063,BRION,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01064,BRIORD,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01065,BUELLAS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01066,BURBANCHE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01067,CEIGNES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01068,CERDON,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01069,CERTINES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01071,CESSY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01072,CEYZERIAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01073,CEYZERIEU,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01074,CHALAMONT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01075,CHALEINS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01076,CHALEY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01077,CHALLES LA MONTAGNE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01078,CHALLEX,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01079,CHAMPAGNE EN VALROMEY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01080,CHAMPDOR CORCELLES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01081,CHAMPFROMIER,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01082,CHANAY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01083,CHANEINS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01084,CHANOZ CHATENAY,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01085,CHAPELLE DU CHATELARD,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01087,CHARIX,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01088,CHARNOZ SUR AIN,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01089,CHATEAU GAILLARD,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01090,CHATENAY,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01092,CHATILLON LA PALUD,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01093,CHATILLON SUR CHALARONNE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01094,CHAVANNES SUR REYSSOUZE,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01095,NIVIGNE ET SURAN,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01096,CHAVEYRIAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01098,CHAZEY BONS,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01099,CHAZEY SUR AIN,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01100,CHEIGNIEU LA BALME,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01101,CHEVILLARD,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01102,CHEVROUX,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01103,CHEVRY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01104,CHEZERY FORENS,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01105,CIVRIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01106,CIZE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01107,CLEYZIEU,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01108,COLIGNY,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01109,COLLONGES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01110,COLOMIEU,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01111,CONAND,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01112,CONDAMINE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01113,CONDEISSIAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01114,CONFORT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01115,CONFRANCON,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01116,CONTREVOZ,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01117,CONZIEU,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01118,CORBONOD,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01121,CORLIER,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01123,CORMORANCHE SUR SAONE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01124,CORMOZ,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01125,CORVEISSIAT,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01127,COURMANGOUX,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01128,COURTES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01129,CRANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01130,BRESSE VALLONS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01133,CRESSIN ROCHEFORT,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01134,CROTTET,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01135,CROZET,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01136,CRUZILLES LES MEPILLAT,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01138,CULOZ BEON,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01139,CURCIAT DONGALON,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01140,CURTAFOND,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01141,CUZIEU,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01142,DAGNEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01143,DIVONNE LES BAINS,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01145,DOMPIERRE SUR VEYLE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01146,DOMPIERRE SUR CHALARONNE,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01147,DOMSURE,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01148,DORTAN,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01149,DOUVRES,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01150,DROM,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01151,DRUILLAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01152,ECHALLON,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01153,ECHENEVEX,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01155,EVOSGES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01156,FARAMANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01157,FAREINS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01158,FARGES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01159,FEILLENS,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01160,FERNEY VOLTAIRE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01162,FLAXIEU,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01163,FOISSIAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01165,FRANCHELEINS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01166,FRANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01167,GARNERANS,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01169,GENOUILLEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01170,BEARD GEOVREISSIAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01171,GEOVREISSET,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01173,GEX,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01174,GIRON,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01175,GORREVOD,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01177,GRAND CORENT,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01179,GRIEGES,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01180,GRILLY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01181,GROISSIAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01183,GUEREINS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01184,HAUTECOURT ROMANECHE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01185,PLATEAU D HAUTEVILLE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01187,HAUT VALROMEY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01188,ILLIAT,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01189,INJOUX GENISSIAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01190,INNIMOND,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01191,IZENAVE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01192,IZERNORE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01193,IZIEU,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01194,JASSANS RIOTTIER,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01195,JASSERON,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01196,JAYAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01197,JOURNANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01198,JOYEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01199,JUJURIEUX,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01200,LABALME,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01202,LAGNIEU,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01203,LAIZ,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01204,POIZAT LALLEYRIAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01206,LANTENAY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01207,LAPEYROUSE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01208,LAVOURS,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01209,LEAZ,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01210,LELEX,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01211,LENT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01212,LESCHEROUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01213,LEYMENT,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01214,LEYSSARD,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01215,SURJOUX LHOPITAL,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01216,LHUIS,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01219,LOMPNAS,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01224,LOYETTES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01225,LURCY,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01227,MAGNIEU,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01228,MAILLAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01229,MALAFRETAZ,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01230,MANTENAY MONTLIN,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01231,MANZIAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01232,MARBOZ,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01233,MARCHAMP,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01234,MARIGNIEU,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01235,MARLIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
